subgrid,mode,model_key,api_model,provider,family,prompt_variant,seed_index,case_id,label,typology,difficulty,stratum,seed,temperature,timestamp_utc,prompt_hash,content_sha256,suspicious,decision,out_typology,rationale,input_tokens,output_tokens,cost_usd,ok,error,key_id,raw_response
full,REAL,openai_41_mini,gpt-4.1-mini-2025-04-14,openai,openai,v_terse,0,B-genuine_trade_finance-e-000,benign,,easy,benign:genuine_trade_finance,1973213412,0.0,2026-07-15T18:41:21.234525+00:00,17f1cf72fae2b15e,504cab5001536173c40064ec81075ec305704483dfd982c0163be18c97e83662,False,no_flag,,Transactions appear consistent with business operations and verified KYC; no layering or structuring indicators detected.,340,38,0.000197,True,,0,"{""suspicious"": false, ""typology"": null, ""rationale"": ""Transactions appear consistent with business operations and verified KYC; no layering or structuring indicators detected.""}"
full,REAL,openai_41_mini,gpt-4.1-mini-2025-04-14,openai,openai,v_terse,0,B-genuine_trade_finance-e-003,benign,,easy,benign:genuine_trade_finance,1654290126,0.0,2026-07-15T18:41:21.283753+00:00,5973d00dda1ebc47,3856287783448a312d39e07b6760a5661532f7bdd817672174408913798d802f,False,no_flag,,Transactions align with typical business activities and verified KYC; no layering or structuring indicators detected.,340,38,0.000197,True,,0,"{""suspicious"": false, ""typology"": null, ""rationale"": ""Transactions align with typical business activities and verified KYC; no layering or structuring indicators detected.""}"
full,REAL,openai_41_mini,gpt-4.1-mini-2025-04-14,openai,openai,v_terse,0,B-genuine_trade_finance-e-001,benign,,easy,benign:genuine_trade_finance,941626782,0.0,2026-07-15T18:41:21.300894+00:00,801d0234a707a90c,145d758a55f6bc59941cda8249dc8da90383faadc7cfa84949ae3cc29c0e77a2,False,no_flag,,Transactions align with typical business trade and utility payments; no layering or structuring indicators detected.,340,37,0.000195,True,,1,"{""suspicious"": false, ""typology"": null, ""rationale"": ""Transactions align with typical business trade and utility payments; no layering or structuring indicators detected.""}"
full,REAL,openai_41_mini,gpt-4.1-mini-2025-04-14,openai,openai,v_terse,0,B-genuine_trade_finance-e-002,benign,,easy,benign:genuine_trade_finance,2140278145,0.0,2026-07-15T18:41:21.403923+00:00,8c3bff8632f7a248,96db066ca58f4a6dd0dfad1f3aeee0221a174b5139c6bb6e4f4d28dacb9de9d9,False,no_flag,,Transactions align with typical business operations; no layering or structuring indicators detected.,345,34,0.000192,True,,2,"{""suspicious"": false, ""typology"": null, ""rationale"": ""Transactions align with typical business operations; no layering or structuring indicators detected.""}"
full,REAL,openai_41_mini,gpt-4.1-mini-2025-04-14,openai,openai,v_terse,0,B-genuine_trade_finance-e-005,benign,,easy,benign:genuine_trade_finance,1751529096,0.0,2026-07-15T18:41:22.297177+00:00,521b82f4c8cdd7bf,b42315b66124efde1c7408a7e3d745aa7ec2b68a309bf7332dc08fc578aed0b8,False,no_flag,,Transactions align with typical business and personal payments without layering or structuring indicators.,337,34,0.000189,True,,2,"{""suspicious"": false, ""typology"": null, ""rationale"": ""Transactions align with typical business and personal payments without layering or structuring indicators.""}"
full,REAL,openai_41_mini,gpt-4.1-mini-2025-04-14,openai,openai,v_terse,0,B-genuine_trade_finance-e-004,benign,,easy,benign:genuine_trade_finance,1864465226,0.0,2026-07-15T18:41:22.564414+00:00,594516da298852de,aa32252c05538b326171c6e52f8d23dc5a2447e917bbe0402a5166062b8dee23,False,no_flag,,Transactions appear consistent with legitimate business activities and payroll; no layering or structuring indicators detected.,345,37,0.000197,True,,1,"{""suspicious"": false, ""typology"": null, ""rationale"": ""Transactions appear consistent with legitimate business activities and payroll; no layering or structuring indicators detected.""}"
full,REAL,openai_41_mini,gpt-4.1-mini-2025-04-14,openai,openai,v_terse,0,B-genuine_trade_finance-e-007,benign,,easy,benign:genuine_trade_finance,767577600,0.0,2026-07-15T18:41:22.613080+00:00,b3ef79d6ec4d3395,deae0cb84456fd166a5c7887331509e5ae115d4cd2576ec56b8a48ef1982ae5d,False,no_flag,,Transactions align with typical business operations involving verified entities and standard payment channels.,345,33,0.000191,True,,1,"{""suspicious"": false, ""typology"": null, ""rationale"": ""Transactions align with typical business operations involving verified entities and standard payment channels.""}"
full,REAL,openai_41_mini,gpt-4.1-mini-2025-04-14,openai,openai,v_terse,0,B-genuine_trade_finance-e-006,benign,,easy,benign:genuine_trade_finance,742370855,0.0,2026-07-15T18:41:22.687768+00:00,b0d249da8fcbaa8d,53547959c506ec409401b768d634ac127d8bcb86eb9681750479720f2245edb5,False,no_flag,,Transactions appear consistent with legitimate business activity and verified KYC; no layering or structuring indicators detected.,340,39,0.000198,True,,0,"{""suspicious"": false, ""typology"": null, ""rationale"": ""Transactions appear consistent with legitimate business activity and verified KYC; no layering or structuring indicators detected.""}"
full,REAL,openai_41_mini,gpt-4.1-mini-2025-04-14,openai,openai,v_terse,0,B-genuine_trade_finance-e-008,benign,,easy,benign:genuine_trade_finance,698669257,0.0,2026-07-15T18:41:23.303966+00:00,bcf4b1b8e43832b0,e769af147bf05c37d0ea9834fe3e283e400eb27891e29514b92b3e534885ab93,False,no_flag,,Transactions align with typical business and payroll activities without layering or structuring indicators.,342,34,0.000191,True,,2,"{""suspicious"": false, ""typology"": null, ""rationale"": ""Transactions align with typical business and payroll activities without layering or structuring indicators.""}"
full,REAL,openai_41_mini,gpt-4.1-mini-2025-04-14,openai,openai,v_terse,0,B-genuine_trade_finance-e-009,benign,,easy,benign:genuine_trade_finance,191638504,0.0,2026-07-15T18:41:23.421337+00:00,98f0c7fc0afa1d72,159373705f8abed40a86253c3434f9352365efd0dfd62eea0a60e8cae6fc6eeb,False,no_flag,,Transactions align with typical business and payroll activities; no layering or structuring indicators detected.,342,36,0.000194,True,,0,"{""suspicious"": false, ""typology"": null, ""rationale"": ""Transactions align with typical business and payroll activities; no layering or structuring indicators detected.""}"
full,REAL,openai_41_mini,gpt-4.1-mini-2025-04-14,openai,openai,v_terse,0,B-genuine_trade_finance-e-011,benign,,easy,benign:genuine_trade_finance,514934457,0.0,2026-07-15T18:41:23.546999+00:00,19104682e6a3843b,29f15ab14ddba7051f26fb3473e392e752b9ca992dd3cfc42d48842cf1d42e59,False,no_flag,,Transactions appear consistent with verified business and payroll activities without unusual patterns.,347,32,0.00019,True,,2,"{""suspicious"": false, ""typology"": null, ""rationale"": ""Transactions appear consistent with verified business and payroll activities without unusual patterns.""}"
